StateCode,Division,YearMonth,Year,Month,PCP,TAVG,PDSI,PHDI,ZNDX,PMDI,CDD,HDD,SP01,SP02,SP03,SP06,SP09,SP12,SP24,TMIN,TMAX
4,3,1949-2,1949,2,1.79,24.3,-1.58,-1.58,-1.21,-1.58,0,1140,-0.41,-0.9,-0.58,-0.99,-0.9,-0.27,-1.25,12.8,35.7
4,3,1949-3,1949,3,2.72,33.6,-1.15,-1.15,0.78,-0.67,0,973,0.33,-0.19,-0.65,-0.76,-0.99,-0.16,-1.19,24.2,43.1
4,3,1949-4,1949,4,0.34,45.4,-1.83,-1.83,-2.39,-1.83,0,588,-1.68,-0.3,-0.65,-0.92,-1.12,-0.78,-1.23,29.6,61.1
4,3,1949-5,1949,5,2.95,49.1,-0.8,-0.8,2.54,0.49,0,493,1.62,0.48,0.44,-0.33,-0.68,-0.62,-0.99,36,62.1
4,3,1949-6,1949,6,0.13,57.6,-1.08,-1.08,-1.1,-0.31,13,235,-1.14,0.9,-0.05,-0.62,-0.72,-0.93,-1.1,41.6,73.7
4,3,1949-7,1949,7,0.13,64,-1.24,-1.24,-0.8,-0.78,55,86,-0.71,-1.53,0.7,-0.31,-0.72,-0.9,-1.1,46.3,81.6
4,3,1949-8,1949,8,0.37,60.8,-1.17,-1.17,-0.18,-0.74,21,152,0.34,-0.24,-1.08,0.09,-0.5,-0.82,-1.08,43.4,78.1
4,3,1949-9,1949,9,0.19,57.9,-1.42,-1.42,-1.11,-1.37,9,222,-0.59,-0.36,-0.7,-0.37,-0.76,-0.82,-1.06,40.9,74.8
4,3,1949-10,1949,10,0.33,44.6,-1.72,-1.72,-1.33,-1.72,0,632,-0.95,-1.23,-1.08,-0.32,-0.68,-0.94,-1.29,29.2,59.9
4,3,1949-11,1949,11,1.65,42.1,-2.06,-2.06,-1.56,-2.06,0,687,-0.14,-0.7,-0.94,-1.47,-0.58,-0.85,-1.19,27.3,56.8
4,3,1949-12,1949,12,0.99,28,-2.66,-2.66,-2.44,-2.66,0,1147,-0.98,-0.87,-1.19,-1.49,-1.34,-1.49,-1.24,16,39.9
4,3,1950-1,1950,1,4.26,24.2,-2.27,-2.27,0.34,-2.06,0,1265,0.56,-0.12,-0.29,-0.64,-0.42,-0.86,-0.86,14,34.4
4,3,1950-2,1950,2,1.78,32.5,-2.44,-2.44,-1.21,-2.44,0,910,-0.42,0.09,-0.44,-0.87,-1.08,-0.83,-0.73,19.4,45.7
4,3,1950-3,1950,3,2.77,34.4,0.24,-1.95,0.72,-1.57,0,949,0.36,-0.17,0.14,-0.62,-0.77,-0.77,-0.69,22.8,45.9
4,3,1950-4,1950,4,1.55,42.4,-0.02,-1.77,-0.07,-1.36,0,678,0.24,0.33,-0.16,-0.39,-0.65,-0.48,-0.94,27.7,57.1
4,3,1950-5,1950,5,0.87,48.6,-0.21,-1.78,-0.58,-1.56,0,508,-0.4,-0.17,0.11,-0.39,-0.74,-0.94,-1.11,33.5,63.7
4,3,1950-6,1950,6,1.06,55.5,-0.01,-1.41,0.56,-0.9,7,292,0.59,-0.05,-0.01,0.08,-0.58,-0.72,-1.21,39.9,71
4,3,1950-7,1950,7,0.2,66.1,-0.03,-1.29,-0.07,-0.76,88,54,-0.35,0.32,-0.19,-0.25,-0.44,-0.69,-1.21,48.9,83.2
4,3,1950-8,1950,8,0.26,63.9,-0.19,-1.32,-0.49,-0.93,56,90,0.01,-0.34,0.13,0.12,-0.37,-0.71,-1.19,45.5,82.4
4,3,1950-9,1950,9,0.98,56.1,0.27,-0.91,0.82,-0.15,0,272,0.9,0.62,0.35,0.12,0.12,-0.53,-1.07,41.7,70.4
4,3,1950-10,1950,10,2.92,48.8,1.11,1.11,2.59,1.11,0,502,1.44,1.54,1.42,0.96,0.33,-0.07,-0.78,35.3,62.4
4,3,1950-11,1950,11,5.9,40.8,2.34,2.34,4.03,2.34,0,726,1.83,2.15,2.21,2.16,1.5,0.59,-0.16,30.5,51.1
4,3,1950-12,1950,12,4.59,36.3,2.65,2.65,1.66,2.65,0,890,0.78,1.53,1.82,1.85,1.65,1.15,-0.03,27.4,45.1
4,3,1951-1,1951,1,2.82,29.9,0.05,2.42,0.14,2.42,0,1088,0.05,0.43,1.06,1.37,1.26,0.99,0.11,19.8,40.1
4,3,1951-2,1951,2,1.85,32.2,-0.26,1.91,-0.78,1.51,0,918,-0.38,-0.33,0.11,1.11,1.09,0.97,0.13,22.1,42.4
4,3,1951-3,1951,3,0.69,34.1,-0.89,1.06,-1.96,-0.24,0,958,-1.47,-1.21,-0.85,0.66,0.69,0.63,-0.12,21.2,46.9
4,3,1951-4,1951,4,1.98,44.6,-0.7,1.05,0.28,-0.11,0,612,0.64,-0.55,-0.79,0.46,0.75,0.68,0.07,30.5,58.7
4,3,1951-5,1951,5,1.42,49,-0.53,1.04,0.31,0.02,0,496,0.29,0.55,-0.42,-0.16,0.77,0.76,-0.1,35.2,62.7
4,3,1951-6,1951,6,0.41,58.3,-0.64,0.76,-0.51,-0.42,16,217,-0.43,-0.15,0.21,-0.68,0.64,0.67,-0.05,42.1,74.6
4,3,1951-7,1951,7,0.13,64.9,-0.9,-0.9,-0.96,-0.9,68,71,-0.71,-0.81,-0.35,-0.93,0.37,0.65,-0.05,46.8,83
4,3,1951-8,1951,8,0.37,62.5,-0.93,-0.93,-0.37,-0.93,37,115,0.34,-0.24,-0.64,-0.66,-0.26,0.67,-0.04,45.6,79.4
4,3,1951-9,1951,9,0.13,59.1,-1.3,-1.3,-1.39,-1.3,14,191,-0.84,-0.48,-0.81,-0.16,-0.84,0.53,-0.04,41.4,76.9
4,3,1951-10,1951,10,2.14,44.3,0.57,-0.59,1.72,0.51,0,642,0.95,0.52,0.48,-0.02,-0.62,0.42,0.15,30.8,57.8
4,3,1951-11,1951,11,2.45,35.8,0.61,0.61,0.28,0.61,0,876,0.38,0.7,0.49,0.17,-0.26,-0.15,0.26,25.2,46.3
4,3,1951-12,1951,12,6.2,26.7,1.57,1.57,3.06,1.57,0,1187,1.27,1.09,1.25,1.09,1.02,0.15,0.86,18.1,35.2
4,3,1952-1,1952,1,5.78,23,2.53,2.53,3.38,2.53,0,1302,0.97,1.3,1.26,1.31,1.16,0.62,1.04,13.6,32.4
4,3,1952-2,1952,2,3,28.4,2.44,2.44,0.52,2.44,0,1025,0.23,0.77,1.18,1.21,1.1,0.8,1.07,17.8,39.1
4,3,1952-3,1952,3,4.32,27.9,3.24,3.24,3.14,3.24,0,1150,1.06,0.74,1.01,1.41,1.32,1.3,1.25,17.6,38.2
4,3,1952-4,1952,4,1.27,42.8,-0.19,2.72,-0.56,2.43,0,666,-0.06,0.82,0.61,1.21,1.25,1.16,1.2,29,56.5
4,3,1952-5,1952,5,0.53,50.4,-0.63,1.97,-1.39,1.08,0,453,-0.95,-0.75,0.48,1.13,1.15,1.06,1.18,35.5,65.4
4,3,1952-6,1952,6,0.97,53.7,0.04,1.81,0.12,0.93,0,343,0.47,-0.47,-0.51,0.77,1.19,1.12,1.16,39.6,67.9
4,3,1952-7,1952,7,1.29,65.5,0.64,2.23,1.82,1.99,78,62,2.04,1.32,0.38,0.65,1.21,1.26,1.28,49.8,81.3
4,3,1952-8,1952,8,0.15,63.3,0.54,1.97,-0.09,1.63,47,100,-0.42,1.25,1.01,0.73,1.21,1.22,1.26,45.9,80.8
4,3,1952-9,1952,9,0.92,58.3,0.72,2,0.71,1.87,10,211,0.83,0.42,1.21,0.23,0.93,1.29,1.25,42.4,74.3
4,3,1952-10,1952,10,0.13,52,-0.8,1,-2.39,-0.22,0,403,-1.41,-0.56,-0.73,-0.39,0.38,1.06,0.97,35.3,68.8
4,3,1952-11,1952,11,1.49,32.2,-0.95,0.66,-0.72,-0.83,0,984,-0.26,-0.98,-0.68,-0.16,0.16,0.96,0.53,19.9,44.5
4,3,1952-12,1952,12,4.39,29.6,-0.51,0.94,1.05,-0.08,0,1097,0.72,0.33,-0.04,0.28,0.02,0.73,0.53,21.2,38.1
4,3,1953-1,1953,1,3.55,35.2,-0.33,0.97,0.37,0.1,0,924,0.33,0.55,0.3,0.08,0.12,0.34,0.6,25.5,44.9
4,3,1953-2,1953,2,0.44,32.6,-1.09,-1.09,-2.4,-1.09,0,907,-1.66,-0.58,-0.1,-0.46,-0.27,-0.1,0.41,19.3,46
4,3,1953-3,1953,3,1.57,35.5,-1.32,-1.32,-1.02,-1.32,0,915,-0.43,-1.63,-0.78,-0.67,-0.45,-0.6,0.5,22.6,48.4
4,3,1953-4,1953,4,2.08,40.2,0.36,-0.82,1.08,-0.12,0,744,0.73,0.02,-1,-0.29,-0.48,-0.41,0.5,27,53.3
4,3,1953-5,1953,5,2.93,42,1.55,1.55,3.69,1.55,0,713,1.61,1.47,0.65,0.15,-0.14,0,0.68,30.7,53.2
4,3,1953-6,1953,6,1.14,51.6,1.85,1.85,1.37,1.85,0,402,0.69,1.58,1.52,-0.05,-0.13,0.05,0.76,37.5,65.8
4,3,1953-7,1953,7,0.25,65.1,2.38,2.38,2.17,2.38,71,68,-0.15,0.47,1.43,-0.19,0.05,-0.12,0.78,46.8,83.5
4,3,1953-8,1953,8,0.45,61.1,2.47,2.47,0.99,2.47,24,145,0.53,0.19,0.47,0.69,0.21,-0.07,0.8,44.8,77.4
4,3,1953-9,1953,9,0.07,60.2,-0.39,1.82,-1.17,1.25,20,164,-1.2,-0.44,-0.55,1.09,-0.15,-0.21,0.79,42.9,77.5
4,3,1953-10,1953,10,0.8,46,-0.57,1.42,-0.65,0.53,0,589,-0.24,-0.77,-0.61,0.59,-0.42,-0.1,0.64,31.7,60.4
4,3,1953-11,1953,11,1.74,39.3,-0.88,0.9,-1.12,-0.46,0,771,-0.07,-0.33,-0.63,-0.42,0.15,-0.07,0.57,28.7,49.9
4,3,1953-12,1953,12,0.91,31.5,-1.6,-1.6,-2.42,-1.6,0,1039,-1.05,-0.86,-0.98,-1.22,-0.2,-0.76,-0.03,20.7,42.4
4,3,1954-1,1954,1,3.36,31.4,-1.61,-1.61,-0.52,-1.61,0,1042,0.26,-0.43,-0.54,-0.77,-0.27,-0.88,-0.37,21.5,41.4
4,3,1954-2,1954,2,2.9,35,-1.58,-1.58,-0.43,-1.58,0,840,0.19,0.16,-0.4,-0.72,-0.65,-0.34,-0.33,21.6,48.3
4,3,1954-3,1954,3,3.21,32.5,-0.89,-0.89,1.6,0.01,0,1008,0.58,0.38,0.29,-0.38,-0.5,-0.01,-0.49,21.2,43.8
4,3,1954-4,1954,4,1,45.2,-1.24,-1.24,-1.33,-0.97,0,594,-0.4,0.29,0.17,-0.37,-0.53,-0.18,-0.51,30.9,59.6
4,3,1954-5,1954,5,0.16,53.3,-1.94,-1.94,-2.47,-1.94,7,369,-1.81,-1.56,-0.27,-0.54,-0.8,-0.74,-0.56,37.1,69.5
4,3,1954-6,1954,6,1.07,54.6,-1.9,-1.9,-0.5,-1.9,5,317,0.6,-0.77,-0.94,-0.05,-0.61,-0.72,-0.53,39.6,69.5
4,3,1954-7,1954,7,0.09,65,-2.27,-2.27,-1.7,-2.27,69,69,-0.98,0.19,-1.05,-0.18,-0.58,-0.75,-0.69,47.4,82.6
4,3,1954-8,1954,8,0.11,59.4,-2.42,-2.42,-1.14,-2.42,13,187,-0.62,-1.26,-0.17,-0.34,-0.57,-0.81,-0.69,42.6,76.2
4,3,1954-9,1954,9,0.17,54.7,-2.53,-2.53,-1.09,-2.53,0,312,-0.67,-1.03,-1.42,-1.55,-0.24,-0.76,-0.78,36.9,72.4
4,3,1954-10,1954,10,0.1,46.3,-2.91,-2.91,-1.92,-2.91,0,580,-1.5,-1.64,-1.78,-1.9,-0.73,-0.91,-0.78,29.5,63.1
4,3,1954-11,1954,11,2.1,39.4,-2.87,-2.87,-0.78,-2.87,0,768,0.17,-0.55,-0.8,-0.89,-0.88,-0.88,-0.69,26.3,52.4
4,3,1954-12,1954,12,3.03,28,-2.68,-2.68,-0.32,-2.68,0,1147,0.2,0.09,-0.3,-0.64,-1.04,-0.47,-0.97,18.2,37.8
4,3,1955-1,1955,1,1.86,22,-2.93,-2.93,-1.56,-2.93,0,1333,-0.41,-0.23,-0.27,-0.76,-1.02,-0.87,-1.19,11.1,32.9
4,3,1955-2,1955,2,1.22,27.1,-3.18,-3.18,-1.66,-3.18,0,1061,-0.82,-0.98,-0.7,-1.05,-1.1,-1.21,-1,15.2,38.9
4,3,1955-3,1955,3,0.79,33.7,-3.44,-3.44,-1.77,-3.44,0,970,-1.29,-1.63,-1.49,-1.25,-1.55,-1.78,-1.11,20.8,46.5
4,3,1955-4,1955,4,1.75,35.9,-2.7,-2.7,1.17,-2.17,0,873,0.44,-0.64,-1.17,-0.87,-1.29,-1.53,-1.14,24.2,47.7
4,3,1955-5,1955,5,0.98,47.4,-2.5,-2.5,-0.25,-2.02,0,546,-0.25,0.08,-0.77,-1.02,-1.29,-1.34,-1.43,32.8,62.1
4,3,1955-6,1955,6,0.49,57.3,-2.39,-2.39,-0.45,-2.04,12,243,-0.27,-0.51,-0.18,-1.34,-1.21,-1.48,-1.54,41.5,73.1
4,3,1955-7,1955,7,0.27,61.6,-2.3,-2.3,-0.46,-2.06,26,132,-0.07,-0.39,-0.57,-1.43,-1,-1.41,-1.57,45,78.1
4,3,1955-8,1955,8,0.05,65,-2.35,-2.35,-0.85,-2.35,71,71,-1.04,-0.75,-0.79,-1.09,-1.18,-1.42,-1.67,45.4,84.6
4,3,1955-9,1955,9,0.86,56.9,-1.95,-1.95,0.48,-1.67,6,249,0.75,0.21,0.04,-0.19,-1.36,-1.21,-1.51,39.9,73.9
4,3,1955-10,1955,10,0.29,48.7,-2.35,-2.35,-1.82,-2.35,0,505,-1.03,-0.45,-0.73,-1.06,-1.68,-1.16,-1.53,32.7,64.7
4,3,1955-11,1955,11,1.75,36,-2.39,-2.39,-0.83,-2.39,0,870,-0.07,-0.66,-0.44,-0.85,-1.21,-1.29,-1.57,24.5,47.5
4,3,1955-12,1955,12,13,32.9,3.13,3.13,9.38,3.13,0,995,2.75,2.4,2.14,2.12,1.86,0.59,0.03,24.9,41
4,3,1956-1,1956,1,5.77,30.9,3.93,3.93,3.37,3.93,0,1057,0.97,2.25,2.18,2.01,1.85,1.24,0.29,22.8,39
4,3,1956-2,1956,2,2.33,25.4,3.45,3.45,-0.23,3.3,0,1109,-0.1,0.62,2.06,1.87,1.77,1.35,0.22,14.2,36.6
4,3,1956-3,1956,3,0.41,36.1,2.22,2.22,-2.63,0.99,0,896,-2.21,-1.08,0.07,1.36,1.35,1.24,-0.12,22.3,49.9
4,3,1956-4,1956,4,1.8,41.3,2.15,2.15,0.47,1.09,0,711,0.48,-0.9,-0.78,1.48,1.33,1.2,-0.02,28.7,53.8
4,3,1956-5,1956,5,2,48.7,2.37,2.37,1.33,1.77,0,505,0.86,0.8,-0.36,1.68,1.46,1.37,0.2,36.3,61.1
4,3,1956-6,1956,6,0.44,56.7,2.04,2.04,-0.25,1.32,10,259,-0.37,0.4,0.48,0.18,1.34,1.33,0.14,40.8,72.7
4,3,1956-7,1956,7,0.55,64,2.12,2.12,0.87,1.64,55,86,0.74,-0.04,0.53,-0.5,1.49,1.36,0.2,47.6,80.4
4,3,1956-8,1956,8,0.09,60.6,1.8,1.8,-0.3,1.19,20,156,-0.74,0.07,-0.41,-0.51,1.57,1.35,0.21,43.2,77.9
4,3,1956-9,1956,9,0.67,57.6,1.68,1.68,0.19,1.09,8,230,0.48,-0.01,0.2,0.45,0.19,1.3,0.27,40.6,74.5
4,3,1956-10,1956,10,2.91,44.7,2.51,2.51,3.03,2.51,0,629,1.44,1.37,1.14,1.16,0.02,1.63,0.56,32.2,57.3
4,3,1956-11,1956,11,0.16,35.6,-0.7,1.55,-2.11,0.58,0,882,-1.83,-0.03,0.03,-0.22,-0.5,1.5,0.36,21,50.3
4,3,1956-12,1956,12,0.91,30.4,-1.42,0.6,-2.37,-1.36,0,1073,-1.05,-1.69,-0.76,-0.77,-0.45,-0.32,0.12,16.8,44.2
4,3,1957-1,1957,1,3.19,22.3,-1.48,-1.48,-0.62,-1.48,0,1324,0.2,-0.48,-1.08,-0.6,-0.44,-0.94,0.25,10.6,33.9
4,3,1957-2,1957,2,3.53,33.3,0.17,-1.16,0.52,-0.8,0,888,0.46,0.28,-0.28,-0.35,-0.46,-0.65,0.5,23.2,43.3
4,3,1957-3,1957,3,2.12,37,-0.17,-1.21,-0.52,-1.05,0,868,-0.02,0.23,0.15,-0.41,-0.4,-0.28,0.64,26.6,47.4
4,3,1957-4,1957,4,1.54,41,0.04,-1.05,0.12,-0.75,0,720,0.23,0.03,0.2,-0.72,-0.4,-0.29,0.61,28.3,53.8
4,3,1957-5,1957,5,3.11,47.2,1.16,1.16,3.38,1.16,0,552,1.73,1.29,0.71,0.05,-0.03,-0.12,0.85,35.2,59
4,3,1957-6,1957,6,0.2,59.4,-0.25,0.79,-0.76,0.21,21,189,-0.93,1.06,0.84,0.37,-0.14,-0.14,0.82,42.9,75.9
4,3,1957-7,1957,7,0.1,63.1,-0.32,0.61,-0.3,-0.21,43,101,-0.91,-1.4,0.84,0.45,-0.49,-0.21,0.82,46,80.3
4,3,1957-8,1957,8,0,60.5,-0.57,-0.57,-0.85,-0.57,19,159,-1.69,-2.03,-1.71,0.25,-0.17,-0.22,0.82,42.4,78.6
4,3,1957-9,1957,9,0.82,58,0.14,0.14,0.41,-0.38,9,219,0.7,0.08,-0.31,0.56,0.3,-0.19,0.81,41.7,74.4
4,3,1957-10,1957,10,2.1,43.7,0.71,0.71,1.75,0.71,0,660,0.93,0.97,0.67,0.98,0.6,-0.34,0.98,33.1,54.3
4,3,1957-11,1957,11,2.06,33.8,0.66,0.66,0.07,0.66,0,936,0.14,0.51,0.61,0,0.43,-0.03,1.01,22.9,44.7
4,3,1957-12,1957,12,3.35,32.7,0.65,0.65,0.18,0.65,0,1001,0.33,0.18,0.41,0.3,0.58,0.4,-0.03,21.8,43.5
4,3,1958-1,1958,1,2.83,30.8,0.58,0.58,-0.01,0.58,0,1060,0.06,0.13,0.04,0.2,0.36,0.29,-0.44,21,40.8
4,3,1958-2,1958,2,4.82,36.2,1.21,1.21,2.07,1.21,0,806,0.95,0.51,0.47,0.57,0.32,0.53,-0.09,27.4,45
4,3,1958-3,1958,3,4.34,31,2.14,2.14,3.16,2.14,0,1054,1.07,1.21,0.8,0.77,0.72,0.86,0.34,21.7,40.3
4,3,1958-4,1958,4,2.58,39.2,2.58,2.58,2,2.58,0,774,1.11,1.25,1.38,0.79,0.88,0.98,0.42,27,51.5
4,3,1958-5,1958,5,0.88,52.8,1.97,1.97,-1.04,1.46,6,384,-0.38,0.59,1.04,0.79,0.86,0.68,0.31,37.4,68.1
4,3,1958-6,1958,6,2.33,55.7,2.63,2.63,2.6,2.63,7,286,1.83,0.99,1.34,1.09,1.01,0.97,0.53,42,69.4
4,3,1958-7,1958,7,1.01,63.8,3.15,3.15,2.35,3.15,52,89,1.62,2.14,1.37,1.63,1,1.09,0.59,47.8,79.8
4,3,1958-8,1958,8,0.88,66.4,3.6,3.6,2.34,3.6,95,51,1.33,1.72,2.36,1.61,1.15,1.19,0.68,50,82.9
4,3,1958-9,1958,9,0.56,57,0.05,3.28,0.15,3.28,7,247,0.3,0.84,1.28,1.62,1.23,1.14,0.67,40.9,73.2
4,3,1958-10,1958,10,0.41,50.1,-0.56,2.38,-1.68,1.65,0,462,-0.8,-0.65,-0.12,0.84,1.46,0.93,0.39,34.3,65.8
4,3,1958-11,1958,11,1.07,37.4,-1.07,1.57,-1.71,0.12,0,828,-0.62,-1.09,-1.05,0.44,0.95,0.82,0.5,24.5,50.2
4,3,1958-12,1958,12,1.33,36.2,-1.79,0.58,-2.49,-1.76,0,893,-0.72,-0.98,-1.26,-0.78,0,0.55,0.57,23.2,49.2
4,3,1959-1,1959,1,2.81,33.7,-2.08,-2.08,-1.43,-2.08,0,970,0.05,-0.47,-0.77,-0.85,-0.35,0.52,0.51,23.2,44.2
4,3,1959-2,1959,2,4.31,29.4,-1.53,-1.53,1.01,-1.01,0,997,0.77,0.38,-0.08,-0.55,0.01,0.44,0.56,18.7,40.2
4,3,1959-3,1959,3,0.53,37.9,-2.29,-2.29,-2.74,-2.29,0,840,-1.82,-0.06,-0.15,-0.92,-0.67,-0.22,0.38,23.7,52.1
4,3,1959-4,1959,4,0.34,45.2,-2.85,-2.85,-2.38,-2.85,0,594,-1.68,-3.09,-0.51,-0.96,-1.01,-0.61,0.24,28.9,61.5
4,3,1959-5,1959,5,1.5,45.6,-2.4,-2.4,0.46,-2.15,0,601,0.37,-0.71,-1.84,-0.72,-1.08,-0.52,0.07,32.5,58.8
4,3,1959-6,1959,6,0.19,59.6,-2.69,-2.69,-1.62,-2.69,23,185,-0.96,-0.28,-1.11,-0.54,-1.17,-0.94,0.08,42.7,76.6
4,3,1959-7,1959,7,0.07,67.6,-3.14,-3.14,-2.17,-3.14,115,34,-1.14,-1.53,-0.55,-0.73,-1.08,-1.14,0.09,49.6,85.7
4,3,1959-8,1959,8,0.23,62.8,-3.24,-3.24,-1.28,-3.24,41,109,-0.09,-0.82,-1.33,-3.09,-0.94,-1.28,0.13,45.1,80.5
4,3,1959-9,1959,9,1.46,54,-2.27,-2.27,1.92,-1.44,0,330,1.41,1.08,0.68,-0.58,-0.39,-1.03,0.2,39,69.1
4,3,1959-10,1959,10,0.11,48.5,-2.75,-2.75,-2.14,-2.71,0,512,-1.47,-0.05,-0.17,-0.66,-0.76,-1.1,-0.04,33,64.1
4,3,1959-11,1959,11,0,37.7,-3.5,-3.5,-3.11,-3.5,0,819,-2.09,-2.98,-1.46,-2.13,-2.89,-1.4,-0.27,20,55.3
4,3,1959-12,1959,12,0.94,28.2,-4.02,-4.02,-2.62,-4.02,0,1141,-1.02,-1.78,-2.24,-1.96,-2.48,-1.66,-0.64,13.7,42.7
4,3,1960-1,1960,1,2.78,25.6,-4.11,-4.11,-1.51,-4.11,0,1221,0.04,-0.62,-1.27,-1.36,-1.45,-1.6,-0.67,15.8,35.3
4,3,1960-2,1960,2,4.48,29.8,-3.38,-3.38,0.91,-2.97,0,986,0.83,0.42,-0.14,-0.73,-0.97,-1.57,-0.64,19.2,40.5
4,3,1960-3,1960,3,2.44,38.6,-3.14,-3.14,-0.33,-2.81,0,818,0.17,0.63,0.34,-0.85,-0.76,-1.07,-0.9,26.1,51.2
4,3,1960-4,1960,4,0.85,41.4,-3.16,-3.16,-1.01,-3.15,0,708,-0.62,-0.17,0.37,-0.71,-0.78,-0.9,-1.1,27.7,55.1
4,3,1960-5,1960,5,0.81,46.9,-3.02,-3.02,-0.56,-3.02,0,561,-0.49,-0.91,-0.42,-0.37,-0.86,-1.09,-1.13,32.4,61.3
4,3,1960-6,1960,6,0.14,61.7,-3.26,-3.26,-1.67,-3.26,40,139,-1.11,-1.11,-1.31,-0.1,-1.15,-1.08,-1.44,44.5,78.9
4,3,1960-7,1960,7,0.73,66.9,-3.25,-3.25,-0.96,-3.25,101,43,1.12,-0.22,-0.64,0.13,-0.85,-0.92,-1.52,49.3,84.5
4,3,1960-8,1960,8,0.03,63.2,-3.42,-3.42,-1.54,-3.42,46,102,-1.24,0.3,-0.66,-0.66,-0.48,-0.95,-1.69,44.9,81.5
4,3,1960-9,1960,9,0.21,59,-3.51,-3.51,-1.32,-3.51,13,193,-0.52,-1.15,-0.24,-1.39,-0.15,-1.2,-1.72,41,77.2
4,3,1960-10,1960,10,0.35,46.5,-3.66,-3.66,-1.53,-3.66,0,574,-0.91,-1.17,-1.46,-1.5,-0.32,-1.14,-1.65,31.6,61.4
4,3,1960-11,1960,11,4.1,35.2,-2.62,-2.62,2,-1.77,0,894,1.17,0.64,0.47,0.13,-0.28,-0.35,-1.23,25.3,45.1
4,3,1960-12,1960,12,1.55,30.3,-2.8,-2.8,-1.36,-2.45,0,1076,-0.57,0.25,-0.04,-0.16,-0.7,-0.24,-1.31,18.4,42.2
4,3,1961-1,1961,1,0.75,32.8,-3.39,-3.39,-2.63,-3.39,0,998,-1.32,-1.27,-0.43,-0.87,-1.03,-0.74,-1.56,18.7,46.8
4,3,1961-2,1961,2,1.94,34.9,-3.48,-3.48,-1.32,-3.48,0,843,-0.32,-1.17,-1.33,-0.94,-1.09,-1.26,-1.79,23.6,46.1
4,3,1961-3,1961,3,1.93,35.3,-3.3,-3.3,-0.52,-3.3,0,921,-0.15,-0.46,-1.14,-0.88,-0.98,-1.34,-1.59,24.2,46.4
4,3,1961-4,1961,4,1.04,41.8,-3.22,-3.22,-0.78,-3.22,0,696,-0.35,-0.35,-0.62,-0.75,-1.1,-1.24,-1.47,27.2,56.4
4,3,1961-5,1961,5,1.56,46.3,-2.61,-2.61,0.81,-2.23,0,580,0.44,-0.02,-0.19,-1.27,-0.95,-1.1,-1.51,32.3,60.2
4,3,1961-6,1961,6,0.7,62,-2.37,-2.37,-0.08,-1.96,44,134,0.09,0.24,-0.13,-1.06,-0.86,-0.95,-1.45,45.2,78.6
4,3,1961-7,1961,7,0.28,66,-2.33,-2.33,-0.6,-2.1,86,55,-0.03,-0.05,0.18,-0.53,-0.7,-1.04,-1.45,48,84
4,3,1961-8,1961,8,1.12,64.4,-1.59,-1.59,1.49,-0.72,63,82,1.68,1.2,0.73,0.09,-1.05,-0.79,-1.34,48.5,80.3
4,3,1961-9,1961,9,0.38,53.3,-1.56,-1.56,-0.39,-0.81,0,351,-0.06,0.9,0.7,0.2,-0.87,-0.73,-1.48,37,69.6
4,3,1961-10,1961,10,0.74,46.2,-1.66,-1.66,-0.8,-1.18,0,583,-0.32,-0.49,0.19,0.09,-0.43,-0.65,-1.34,32.1,60.4
4,3,1961-11,1961,11,1.56,34.3,-1.78,-1.78,-0.86,-1.52,0,921,-0.2,-0.49,-0.58,-0.24,-0.4,-1.24,-1.13,22,46.6
4,3,1961-12,1961,12,1.41,29.4,-2.22,-2.22,-1.9,-2.22,0,1104,-0.66,-0.72,-0.87,-0.69,-0.7,-1.39,-1.17,19.2,39.7
4,3,1962-1,1962,1,1.63,24.2,-2.74,-2.74,-2.22,-2.74,0,1265,-0.54,-0.9,-0.96,-0.92,-0.83,-1.19,-1.3,11.6,36.9
4,3,1962-2,1962,2,7.81,27.5,1.65,-0.81,4.94,1.32,0,1050,1.82,0.91,0.44,0.1,0.2,0.03,-0.77,18.8,36.2
4,3,1962-3,1962,3,2.85,31,1.88,1.88,1.21,1.88,0,1054,0.4,1.55,0.86,0.2,0.29,0.2,-0.74,20.2,41.9
4,3,1962-4,1962,4,0.45,45,-0.72,0.97,-2.16,-0.13,0,600,-1.38,-0.16,1.24,0.11,0.12,0.12,-0.78,29.4,60.5
4,3,1962-5,1962,5,1.87,45.8,-0.26,1.25,1.16,0.68,0,595,0.74,-0.26,0.1,0.34,0.07,0.15,-0.65,33.8,57.7
4,3,1962-6,1962,6,0.31,57.2,-0.51,0.84,-0.84,-0.14,11,245,-0.65,0.18,-0.62,0.6,0.02,0.11,-0.62,40.7,73.6
4,3,1962-7,1962,7,0.39,63.2,-0.62,0.6,-0.48,-0.57,44,100,0.32,-0.5,0.2,1.18,0.13,0.13,-0.67,45.8,80.6
4,3,1962-8,1962,8,0.33,61.8,-0.63,-0.63,-0.21,-0.63,30,129,0.23,0.22,-0.48,-0.09,0.26,0,-0.63,44.3,79.2
4,3,1962-9,1962,9,0.39,58.6,-0.78,-0.78,-0.67,-0.78,12,204,-0.03,-0.08,-0.05,-0.62,0.56,0,-0.59,41.2,76
4,3,1962-10,1962,10,4.8,47.6,1.96,1.96,5.87,1.96,0,539,2.37,2.19,2.1,1.92,1.7,0.62,-0.05,34.4,60.8
